id,show_id,type,title,director,year_film,rating,duration,listed_in,description
1000,81029831,Movie,"ALL'S WELL, END'S WELL (2009)",Vincent Kok,2009,TV-14,99 min,"Comedies, International Movies, Romantic Movies","Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her."
1001,80194289,Movie,GABRIEL AND THE MOUNTAIN,Fellipe Barbosa,2017,TV-MA,132 min,"Dramas, Independent Movies, International Movies","In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?"
1002,80191219,Movie,LOMMBOCK,Christian Zübert,2017,TV-MA,106 min,"Comedies, International Movies","After finding love in drug-free Dubai, Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things."
1005,80190859,Movie,OUTLAW KING,David Mackenzie,2018,R,122 min,"Action & Adventure, Dramas","In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule."
1012,70243445,Movie,HIT & RUN,"David Palmer, Dax Shepard",2012,R,100 min,"Action & Adventure, Comedies, Romantic Movies","Determined to get his fiancée to L.A. to take advantage of an amazing opportunity, Charlie breaks out of the witness protection program to drive her."
1013,80201542,Movie,LET IT SNOW,Luke Snellin,2019,PG-13,93 min,"Comedies, Dramas, LGBTQ Movies","A snowstorm hits a small town on a cold Christmas Eve, affecting the friendships, love lives and futures of several high school seniors."
1014,81079723,Movie,PARADISE BEACH,Xavier Durringer,2019,TV-MA,94 min,"Action & Adventure, Dramas, International Movies","Mehdi gets out of prison, planning to settle old scores. But first, he must reconnect with his gang, now living in an idyllic beach resort in Thailand."
1015,81003058,Movie,HOPE SPRINGS ETERNAL,Jack C. Newell,2018,PG,79 min,Dramas,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school."
1016,80236993,Movie,THE DESERT BRIDE,"Cecilia Atán, Valeria Pivato",2017,TV-14,78 min,"Dramas, International Movies","While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities."
1017,80057565,Movie,THE SEA OF TREES,Gus Van Sant,2015,PG-13,111 min,Dramas,"A brooding American unable to cope with personal crisis travels to ""suicide forest"" near Mount Fuji, where he meets a fellow lost wanderer."
1019,81002596,Movie,YES OR NO 2,Saratswadee Wongsomphet,2012,TV-PG,112 min,"International Movies, LGBTQ Movies, Romantic Movies","No longer university girls, Kim and Pie face new hurdles in their relationship, including work, new friends and other distractions."
1020,81002597,Movie,YES OR NO 2.5,Kirati Nakintanon,2015,TV-PG,107 min,"International Movies, LGBTQ Movies, Romantic Movies","Roommates Wine and Pie find their lives turned upside down when two more ladies move in next door, bringing up past heartaches and new attractions."
1021,80148275,Movie,MY WAY,Antongiulio Panizzi,2016,TV-14,101 min,"Documentaries, International Movies","Former Italian prime minister Silvio Berlusconi opens up about his life, including his sex scandals, corruption trials, and friendship with Putin."
1022,80127886,Movie,U TURN,Pawan Kumar,2016,TV-14,121 min,"International Movies, Thrillers",A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.
1024,80080491,Movie,INTO THE FOREST,Patricia Rozema,2015,R,102 min,"Dramas, International Movies, Sci-Fi & Fantasy","In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse."
1025,80046777,Movie,KRISHA,Trey Edward Shults,2015,R,81 min,"Dramas, Independent Movies","After 10 years away from her family, Krisha returns for Thanksgiving, but bitter grudges and troubling addictions threaten to ruin the event."
1026,60024976,Movie,JERRY SEINFELD: COMEDIAN,Christian Charles,2002,R,81 min,Documentaries,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.
1028,80173002,Movie,THE JOURNEY IS THE DESTINATION,Bronwen Hughes,2016,R,123 min,Dramas,Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic.
1029,80009431,Movie,VIRUNGA,Orlando von Einsiedel,2014,TV-MA,100 min,"Documentaries, International Movies",The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.
1030,81092045,Movie,BURNING CANE,Phillip Youmans,2019,TV-MA,78 min,Dramas,"A small-town Louisiana minister and one of his parishioners cope with grief, alcoholism and a crisis of faith in this dramatic character study."
1032,81034600,Movie,SHADOW,Zhang Yimou,2018,TV-MA,116 min,"Action & Adventure, Dramas, International Movies","As three kingdoms struggle for control of a walled city, a figure with a rare power spins a web of intrigue that entangles a king's court."
1033,80183783,Movie,LET IT FALL: LOS ANGELES 1982-1992,John Ridley,2017,TV-MA,144 min,Documentaries,This documentary chronicles simmering tension and broken trust between L.A.'s black community and police in the decade before the Rodney King riots.
1034,81209203,Movie,LUCCAS NETO IN: SUMMER CAMP,Lucas Margutti,2019,TV-G,87 min,"Children & Family Movies, Comedies",Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.
1035,81058497,Movie,SETH MEYERS: LOBBY BABY,Neal Brennan,2019,TV-MA,61 min,Stand-Up Comedy,SNL alumnus and subversive master of late-night TV Seth Meyers comes out from behind the desk to share some lighthearted stories from his own life.
1036,80167628,Movie,THE LOVERS,Azazel Jacobs,2017,R,98 min,"Comedies, Dramas, Independent Movies","On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity."
1037,81165326,Movie,TUNE IN FOR LOVE,Jung Ji-woo,2019,TV-MA,123 min,"Dramas, International Movies, Romantic Movies","A student and a reticent teen first meet at a bakery in the 1990s and try to find each other through the years, as fate keeps pulling them apart."
1038,81053961,Movie,UNDERCOVER BROTHER 2,Leslie Small,2019,R,85 min,Comedies,"When a beloved secret agent falls deep into a coma, his bumbling brother must defend their community from a divisive political threat."
1040,81029848,Movie,BUCKET LIST,Tejas Prabha Vijay Deoskar,2018,TV-14,129 min,"Dramas, International Movies","After getting a heart transplant, a 40-year-old homemaker in Pune makes the life-changing decision to complete the bucket list of her 20-year-old donor."
1042,80204460,Movie,MUBARAKAN,Anees Bazmee,2017,PG-13,153 min,"Comedies, Dramas, International Movies","Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes."
1043,70209267,Movie,A HOLIDAY ENGAGEMENT,Jim Fall,2011,TV-G,92 min,"Children & Family Movies, Comedies, Romantic Movies",Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
1044,70306305,Movie,CHRISTMAS CRUSH,Marita Grabiak,2012,TV-PG,87 min,"Comedies, Romantic Movies",Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.
1045,70262831,Movie,DEAR SANTA,Jason Priestley,2011,TV-PG,92 min,"Comedies, Romantic Movies","Finding a letter mailed to Santa by a girl asking for a new wife for her daddy, twentysomething Crystal sets out to make the girl's wishes come true."
1046,70113005,Movie,DISTRICT 9,Neill Blomkamp,2009,R,112 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."
1047,70052286,Movie,KICKING AND SCREAMING,Noah Baumbach,1995,R,97 min,"Comedies, Independent Movies, Romantic Movies","After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy."
1048,80114460,Movie,MINIMALISM: A DOCUMENTARY ABOUT THE IMPORTANT THINGS,Matt D'Avella,2016,TV-14,78 min,Documentaries,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.
1049,81206389,Movie,OTHTHA SERUPPU SIZE 7,Parthiban,2019,TV-MA,103 min,"Dramas, International Movies, Thrillers","Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of."
1051,80196135,Movie,WILLIAMS,Morgan Matthews,2017,TV-MA,105 min,"Documentaries, International Movies, Sports Movies",This inspiring documentary charts the birth of Sir Frank Williams's renowned racing empire – and the near-fatal crash that nearly stalled its future.
1052,80117461,Movie,"DANA CARVEY: STRAIGHT WHITE MALE, 60",Marcus Raboy,2016,TV-MA,64 min,Stand-Up Comedy,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.
1054,80117533,Movie,THE IVORY GAME,"Kief Davidson, Richard Ladkani",2016,TV-14,112 min,Documentaries,"Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction."
1056,81197050,Movie,GUATEMALA: HEART OF THE MAYAN WORLD,"Luis Ara, Ignacio Jaunsolo",2019,TV-G,67 min,"Documentaries, International Movies","From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders."
1057,81213894,Movie,THE ZOYA FACTOR,Abhishek Sharma,2019,TV-14,135 min,"Comedies, Dramas, International Movies","A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain."
1059,80238204,Movie,A CHRISTMAS PRINCE: THE ROYAL WEDDING,John Schultz,2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies","A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol."
1060,80230507,Movie,ANGELA'S CHRISTMAS,Damien O’Connor,2018,TV-G,30 min,Children & Family Movies,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.
1063,80990725,Movie,EL CLUB DE LOS INSOMNES,"Joseduardo Giordano, Sergio Goyri Jr.",2018,TV-MA,82 min,"Dramas, International Movies","An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart."
1064,81016327,Movie,GARUDA IN MY HEART 2,Rudy Soedjarwo,2011,TV-PG,95 min,"Children & Family Movies, Dramas, Sports Movies",A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent.
1065,81004245,Movie,HAPPY AS LAZZARO,Alice Rohrwacher,2018,PG-13,127 min,"Dramas, Independent Movies, International Movies","Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."
1066,81033200,Movie,LOVE,"Kabir Bhatia, Titien Wattimena",2008,TV-PG,120 min,"Dramas, International Movies, Romantic Movies","In Jakarta, five couples of varying ages and backgrounds experience the different stages of romantic love, from its giddy start to its painful end."
1068,81039383,Movie,MANTO,Nandita Das,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.
1069,81018377,Movie,RAJMA CHAWAL,Leena Yadav,2018,TV-MA,119 min,"Comedies, Dramas, International Movies","Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman."
1070,81021528,Movie,THE WORLD IS YOURS,Romain Gavras,2018,TV-MA,101 min,"Action & Adventure, Comedies, International Movies","To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother."
