year_film,year_award,ceremony,category,nominee,title,win
1978,1979,36,Best Original Song - Motion Picture,"The Last Time I Felt Like This, Marvin Hamlisch, Alan Bergman, Marilyn Bergman","Same Time, Next Year",FALSE
1978,1979,36,Best Original Song - Motion Picture,"Ready To Take a Chance Again, Charles Fox, Norman Gimbel",Foul Play,FALSE
1978,1979,36,Best Original Song - Motion Picture,"You're the One That I Want, John Farrar",Grease,FALSE
1978,1979,36,Best Television Series - Drama,60 Minutes,,TRUE
1978,1979,36,Best Television Series - Drama,Battlestar Galactica,,FALSE
1978,1979,36,Best Television Series - Drama,Family,,FALSE
1978,1979,36,Best Television Series - Drama,Holocaust,,FALSE
1978,1979,36,Best Television Series - Drama,Lou Grant,,FALSE
1978,1979,36,Best Television Series - Musical or Comedy,Taxi,,TRUE
1978,1979,36,Best Television Series - Musical or Comedy,Alice,,FALSE
1978,1979,36,Best Television Series - Musical or Comedy,All In The Family,,FALSE
1978,1979,36,Best Television Series - Musical or Comedy,The Love Boat,,FALSE
1978,1979,36,Best Television Series - Musical or Comedy,Three's Company,,FALSE
1978,1979,36,Best Performance by an Actress In A Television Series - Drama,Rosemary Harris,Holocaust,TRUE
1978,1979,36,Best Performance by an Actress In A Television Series - Drama,Lee Remick,Wheels,FALSE
1978,1979,36,Best Performance by an Actress In A Television Series - Drama,Sada Thompson,Family,FALSE
1978,1979,36,Best Performance by an Actress In A Television Series - Drama,Kate Jackson,Charlie's Angels,FALSE
1978,1979,36,Best Performance by an Actress In A Television Series - Drama,Kristy McNichol,Family,FALSE
1978,1979,36,Best Performance by an Actor In A Television Series - Drama,Michael Moriarty,Holocaust,TRUE
1978,1979,36,Best Performance by an Actor In A Television Series - Drama,Ed Asner,Lou Grant,FALSE
1978,1979,36,Best Performance by an Actor In A Television Series - Drama,James Garner,"Rockford Files, The",FALSE
1978,1979,36,Best Performance by an Actor In A Television Series - Drama,Richard Hatch,Battlestar Galactica,FALSE
1978,1979,36,Best Performance by an Actor In A Television Series - Drama,John Houseman,"Paper Chase, The",FALSE
1978,1979,36,Best Performance by an Actor In A Television Series - Drama,Michael Landon,Little House on the Prairie,FALSE
1978,1979,36,Best Performance by an Actress in a Television Series - Musical or Comedy,Linda Lavin,Alice,TRUE
1978,1979,36,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,"Carol Burnett Show, The",FALSE
1978,1979,36,Best Performance by an Actress in a Television Series - Musical or Comedy,Penny Marshall,Laverne & Shirley,FALSE
1978,1979,36,Best Performance by an Actress in a Television Series - Musical or Comedy,Suzanne Somers,Three's Company,FALSE
1978,1979,36,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton,All In The Family,FALSE
1978,1979,36,Best Performance by an Actor in a Television Series - Musical or Comedy,Robin Williams,Mork & Mindy,TRUE
1978,1979,36,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show),FALSE
1978,1979,36,Best Performance by an Actor in a Television Series - Musical or Comedy,Judd Hirsch,Taxi,FALSE
1978,1979,36,Best Performance by an Actor in a Television Series - Musical or Comedy,Gavin MacLeod,The Love Boat,FALSE
1978,1979,36,Best Performance by an Actor in a Television Series - Musical or Comedy,John Ritter,Three's Company,FALSE
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Polly Holliday,Alice,TRUE
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner,Taxi,FALSE
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julie Kavner,Rhoda,FALSE
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Linda Kelsey,Lou Grant,FALSE
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Audra Lindley,Three's Company,FALSE
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nancy Walker,Rhoda,FALSE
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Norman Fell,Three's Company,TRUE
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jeff Conway,Taxi,FALSE
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito,Taxi,FALSE
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Harrington,One Day at a Time,FALSE
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Andy Kaufman,Taxi,FALSE
1978,1979,36,Cecil B. deMille Award,Lucille Ball,,FALSE
1978,1979,36,New Star Of The Year - Actress,Irene Miracle,Midnight Express,TRUE
1978,1979,36,New Star Of The Year - Actress,Anne Ditchburn,Slow Dancing in the Big City,FALSE
1978,1979,36,New Star Of The Year - Actress,Annie Potts,Corvette Summer,FALSE
1978,1979,36,New Star Of The Year - Actress,Anita Skinner,Girl Friends,FALSE
1978,1979,36,New Star Of The Year - Actress,Mary Steenburgen,Goin' South,FALSE
1978,1979,36,New Star Of The Year - Actor,Brad Davis,Midnight Express,TRUE
1978,1979,36,New Star Of The Year - Actor,Chevy Chase,Foul Play,FALSE
1978,1979,36,New Star Of The Year - Actor,Harry Hamlin,Movie Movie,FALSE
1978,1979,36,New Star Of The Year - Actor,Doug McKeon,Uncle Joe Shannon,FALSE
1978,1979,36,New Star Of The Year - Actor,Eric Roberts,King of the Gypsies,FALSE
1978,1979,36,New Star Of The Year - Actor,Andrew Stevens,"Boys In Company C, The",FALSE
1978,1979,36,Television Movie,"Family Upside Down, A",,TRUE
1978,1979,36,Television Movie,"Bastard, The",,FALSE
1978,1979,36,Television Movie,First You Cry,,FALSE
1978,1979,36,Television Movie,"Immigrants, The",,FALSE
1978,1979,36,Television Movie,Little Women,,FALSE
1978,1979,36,Television Movie,"Question of Love, A",,FALSE
1978,1979,36,Television Movie,Ziegfeld: The Man and His Women,,FALSE
1978,1979,36,Henrietta Award (World Film Favorites),Jane Fonda,,TRUE
1978,1979,36,Henrietta Award (World Film Favorites),John Travolta,,TRUE
1979,1980,37,Best Motion Picture - Drama,Kramer vs. Kramer,,TRUE
1979,1980,37,Best Motion Picture - Drama,Apocalypse Now,,FALSE
1979,1980,37,Best Motion Picture - Drama,"China Syndrome, The",,FALSE
1979,1980,37,Best Motion Picture - Drama,Manhattan,,FALSE
1979,1980,37,Best Motion Picture - Drama,Norma Rae,,FALSE
1979,1980,37,Best Motion Picture - Musical or Comedy,Breaking Away,,TRUE
1979,1980,37,Best Motion Picture - Musical or Comedy,Hair,,FALSE
1979,1980,37,Best Motion Picture - Musical or Comedy,"Rose, The",,FALSE
1979,1980,37,Best Motion Picture - Musical or Comedy,10,,FALSE
1979,1980,37,Best Motion Picture - Musical or Comedy,Being There,,FALSE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Sally Field,Norma Rae,TRUE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Lisa Eichhorn,Yanks,FALSE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,"China Syndrome, The",FALSE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Marsha Mason,Promises In The Dark,FALSE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Jill Clayburgh,Luna,FALSE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman,Kramer vs. Kramer,TRUE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon,"China Syndrome, The",FALSE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,And Justice For All,FALSE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight,"Champ, The",FALSE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,James Woods,"Onion Field, The",FALSE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bette Midler,"Rose, The",TRUE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marsha Mason,Chapter Two,FALSE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Andrews,10,FALSE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jill Clayburgh,Starting Over,FALSE
1979,1980,37,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shirley MacLaine,Being There,FALSE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers,Being There,TRUE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Hamilton,Love at First Bite,FALSE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dudley Moore,10,FALSE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Burt Reynolds,Starting Over,FALSE
1979,1980,37,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Roy Scheider,All That Jazz,FALSE
1979,1980,37,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,Kramer vs. Kramer,TRUE
1979,1980,37,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jane Alexander,Kramer vs. Kramer,FALSE
1979,1980,37,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathleen Beller,Promises In The Dark,FALSE
1979,1980,37,Best Performance by an Actress in a Supporting Role in any Motion Picture,Candice Bergen,Starting Over,FALSE
1979,1980,37,Best Performance by an Actress in a Supporting Role in any Motion Picture,Valerie Harper,Chapter Two,FALSE
1979,1980,37,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Being There,TRUE
1979,1980,37,Best Performance by an Actor in a Supporting Role in any Motion Picture,Robert Duvall,Apocalypse Now,TRUE
1979,1980,37,Best Performance by an Actor in a Supporting Role in any Motion Picture,Frederic Forrest,"Rose, The",FALSE
1979,1980,37,Best Performance by an Actor in a Supporting Role in any Motion Picture,Justin Henry,Kramer vs. Kramer,FALSE
1979,1980,37,Best Performance by an Actor in a Supporting Role in any Motion Picture,Laurence Olivier,"Little Romance, A",FALSE
1979,1980,37,Best Director - Motion Picture,Francis Ford Coppola,Apocalypse Now,TRUE
1979,1980,37,Best Director - Motion Picture,Hal Ashby,Being There,FALSE
1979,1980,37,Best Director - Motion Picture,Robert Benton,Kramer vs. Kramer,FALSE
1979,1980,37,Best Director - Motion Picture,James Bridges,"China Syndrome, The",FALSE
1979,1980,37,Best Director - Motion Picture,Peter Yates,Breaking Away,FALSE
1979,1980,37,Best Screenplay - Motion Picture,Robert Benton,Kramer vs. Kramer,TRUE
1979,1980,37,Best Screenplay - Motion Picture,Robert C. Jones,Being There,FALSE
1979,1980,37,Best Screenplay - Motion Picture,Steve Tesich,Breaking Away,FALSE
1979,1980,37,Best Screenplay - Motion Picture,James Bridges,"China Syndrome, The",FALSE
1979,1980,37,Best Screenplay - Motion Picture,Harriet Frank Jr.,Norma Rae,FALSE
1979,1980,37,Best Motion Picture - Foreign Language,"Cage aux Folles, La","France, Édouard Molinaro",TRUE
1979,1980,37,Best Motion Picture - Foreign Language,Soldier of Orange,"Netherlands, Paul Verhoeven",FALSE
1979,1980,37,Best Motion Picture - Foreign Language,Till Marriage Do Us Part,"Italy, Luigi Comencini",FALSE
1979,1980,37,Best Motion Picture - Foreign Language,"Europeans, The","United Kingdom, James Ivory",FALSE
1979,1980,37,Best Motion Picture - Foreign Language,"Marriage of Maria Braun, The","West Germany, Rainer Werner Fassbinder",FALSE
1979,1980,37,Best Original Score - Motion Picture,Carmine Coppola,Apocalypse Now,TRUE
1979,1980,37,Best Original Score - Motion Picture,Georges Delerue,"Little Romance, A",FALSE
1979,1980,37,Best Original Score - Motion Picture,Jerry Goldsmith,Star Trek: The Motion Picture,FALSE
1979,1980,37,Best Original Score - Motion Picture,Henry Mancini,10,FALSE
1979,1980,37,Best Original Score - Motion Picture,Jerry Goldsmith,Alien,FALSE
1979,1980,37,Best Original Score - Motion Picture,Lalo Schifrin,"Amityville Horror, The",FALSE
1979,1980,37,Best Original Score - Motion Picture,Carmine Coppola,"Black Stallion, The",FALSE
1979,1980,37,Best Original Song - Motion Picture,"The Rose, Amanda McBroom","Rose, The",TRUE
1979,1980,37,Best Original Song - Motion Picture,"Better Than Ever, Marvin Hamlisch, Carole Bayer Sager",Starting Over,FALSE
1979,1980,37,Best Original Song - Motion Picture,"The Main Event, Paul Jabara, Bruce Roberts","Main Event, The",FALSE
1979,1980,37,Best Original Song - Motion Picture,"The Rainbow Connection, Paul Williams, Kenny Ascher","Muppet Movie, The",FALSE
1979,1980,37,Best Original Song - Motion Picture,"Through the Eyes of Love (Theme from Ice Castles), Marvin Hamlisch, Carole Bayer Sager",Ice Castles,FALSE
1979,1980,37,Best Television Series - Drama,Lou Grant,,TRUE
1979,1980,37,Best Television Series - Drama,Centennial,,FALSE
1979,1980,37,Best Television Series - Drama,Dallas,,FALSE
1979,1980,37,Best Television Series - Drama,"Rockford Files, The",,FALSE
1979,1980,37,Best Television Series - Drama,Roots: The Next Generations,,FALSE
1979,1980,37,Best Television Series - Drama,Backstairs at The White House,,FALSE
1979,1980,37,Best Television Series - Musical or Comedy,Alice,,TRUE
1979,1980,37,Best Television Series - Musical or Comedy,Taxi,,TRUE
1979,1980,37,Best Television Series - Musical or Comedy,"Associates, The",,FALSE
1979,1980,37,Best Television Series - Musical or Comedy,The Love Boat,,FALSE
1979,1980,37,Best Television Series - Musical or Comedy,M*A*S*H (TV Show),,FALSE
1979,1980,37,Best Performance by an Actress In A Television Series - Drama,Natalie Wood,From Here to Eternity (TV Mini-Series),TRUE
1979,1980,37,Best Performance by an Actress In A Television Series - Drama,Barbara Bel Geddes,Dallas,FALSE
1979,1980,37,Best Performance by an Actress In A Television Series - Drama,Kate Mulgrew,Kate Columbo,FALSE
1979,1980,37,Best Performance by an Actress In A Television Series - Drama,Stefanie Powers,Hart To Hart,FALSE
1979,1980,37,Best Performance by an Actress In A Television Series - Drama,Sada Thompson,Family,FALSE
1979,1980,37,Best Performance by an Actor In A Television Series - Drama,Ed Asner,Lou Grant,TRUE
1979,1980,37,Best Performance by an Actor In A Television Series - Drama,Richard Chamberlain,Centennial,FALSE
1979,1980,37,Best Performance by an Actor In A Television Series - Drama,Erik Estrada,CHiPs,FALSE
1979,1980,37,Best Performance by an Actor In A Television Series - Drama,James Garner,"Rockford Files, The",FALSE
1979,1980,37,Best Performance by an Actor In A Television Series - Drama,John Houseman,"Paper Chase, The",FALSE
1979,1980,37,Best Performance by an Actor In A Television Series - Drama,Martin Sheen,Blind Ambition,FALSE
1979,1980,37,Best Performance by an Actor In A Television Series - Drama,Robert Urich,Vega$,FALSE
1979,1980,37,Best Performance by an Actor In A Television Series - Drama,Robert Wagner,Hart To Hart,FALSE
1979,1980,37,Best Performance by an Actress in a Television Series - Musical or Comedy,Linda Lavin,Alice,TRUE
1979,1980,37,Best Performance by an Actress in a Television Series - Musical or Comedy,Loretta Swit,M*A*S*H (TV Show),FALSE
1979,1980,37,Best Performance by an Actress in a Television Series - Musical or Comedy,Penny Marshall,Laverne & Shirley,FALSE
1979,1980,37,Best Performance by an Actress in a Television Series - Musical or Comedy,Donna Pescow,Angie,FALSE
1979,1980,37,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton,All In The Family,FALSE
1979,1980,37,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show),TRUE
1979,1980,37,Best Performance by an Actor in a Television Series - Musical or Comedy,Judd Hirsch,Taxi,FALSE
1979,1980,37,Best Performance by an Actor in a Television Series - Musical or Comedy,Wilfred Hyde-White,"Associates, The",FALSE
